collection_time_utc,collection_time_local,run_id,timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-08T19:00:00Z,2026-09-08T21:00:00+0200,1830.5675,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-08T20:00:00Z,2026-09-08T22:00:00+0200,1960.4925,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-08T21:00:00Z,2026-09-08T23:00:00+0200,2041.7875,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-08T22:00:00Z,2026-09-09T00:00:00+0200,2096.785,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-08T23:00:00Z,2026-09-09T01:00:00+0200,1865.8425,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-09T00:00:00Z,2026-09-09T02:00:00+0200,1971.27,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-09T01:00:00Z,2026-09-09T03:00:00+0200,1926.3175,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-09T02:00:00Z,2026-09-09T04:00:00+0200,1995.5925,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-09T03:00:00Z,2026-09-09T05:00:00+0200,1937.415,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-09T04:00:00Z,2026-09-09T06:00:00+0200,1822.605,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-09T05:00:00Z,2026-09-09T07:00:00+0200,1770.3025,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
